,Disk2Angle,DeltaEECable
0,-1.5707963267948966,-2.5971184082067764
1,-1.562069680534925,-2.5958444054327487
2,-1.5533430342749535,-2.5945118490912393
3,-1.544616388014982,-2.5931157804283016
4,-1.5358897417550104,-2.5916513174317406
5,-1.5271630954950388,-2.5901136552422592
6,-1.5184364492350673,-2.5884980664723667
7,-1.5097098029750957,-2.5867999014390946
8,-1.5009831567151242,-2.5850145883148334
9,-1.4922565104551526,-2.5831376332002822
10,-1.483529864195181,-2.5811646201249374
11,-1.4748032179352095,-2.5790912109782926
12,-1.466076571675238,-2.576913145377064
13,-1.4573499254152664,-2.574626240471163
14,-1.4486232791552949,-2.5722263906938445
15,-1.4398966328953233,-2.569709567458573
16,-1.4311699866353518,-2.567071818806876
17,-1.4224433403753802,-2.5643092690106832
18,-1.4137166941154087,-2.561418118131999
19,-1.4049900478554371,-2.558394641544529
20,-1.3962634015954656,-2.555235189418036
21,-1.387536755335494,-2.551936186171129
22,-1.3788101090755225,-2.548494129892864
23,-1.370083462815551,-2.544905591737956
24,-1.3613568165555794,-2.5411672152964906
25,-1.3526301702956078,-2.537275715941468
26,-1.3439035240356363,-2.5332278801566512
27,-1.3351768777756647,-2.529020564846212
28,-1.3264502315156932,-2.524650696628833
29,-1.3177235852557216,-2.520115271118316
30,-1.30899693899575,-2.515411352191915
31,-1.3002702927357785,-2.51053607124879
32,-1.291543646475807,-2.505486626460193
33,-1.2828170002158354,-2.5002602820123125
34,-1.274090353955864,-2.494854367344161
35,-1.2653637076958923,-2.489266276381528
36,-1.2566370614359208,-2.4834934667672117
37,-1.2479104151759493,-2.4775334590911355
38,-1.2391837689159777,-2.471383836118722
39,-1.2304571226560062,-2.4650422420208056
40,-1.2217304763960346,-2.4585063816047517
41,-1.213003830136063,-2.451774019547501
42,-1.2042771838760915,-2.4448429796333535
43,-1.19555053761612,-2.4377111439943757
44,-1.1868238913561484,-2.430376452356243
45,-1.1780972450961769,-2.42283690128968
46,-1.1693705988362053,-2.415090543467647
47,-1.1606439525762338,-2.407135486929228
48,-1.1519173063162622,-2.398969894350324
49,-1.1431906600562907,-2.3905919823226562
50,-1.1344640137963191,-2.3820000206398335
51,-1.1257373675363476,-2.373192331592227
52,-1.117010721276376,-2.364167289270599
53,-1.1082840750164045,-2.3549233188780105
54,-1.099557428756433,-2.345458896052106
55,-1.0908307824964614,-2.3357725461955403
56,-1.0821041362364898,-2.325862843816999
57,-1.0733774899765183,-2.3157284118816537
58,-1.0646508437165467,-2.3053679211715945
59,-1.0559241974565752,-2.294780089656309
60,-1.0471975511966036,-2.2839636818737317
61,-1.038470904936632,-2.272917508320742
62,-1.0297442586766605,-2.2616404248549524
63,-1.021017612416689,-2.250131332106131
64,-1.0122909661567174,-2.23838917489826
65,-1.0035643198967459,-2.226412941682239
66,-0.9948376736367742,-2.2142016639783413
67,-0.9861110273768026,-2.2017544158296953
68,-0.9773843811168309,-2.189070313265761
69,-0.9686577348568592,-2.176148513775935
70,-0.9599310885968876,-2.1629882157939
71,-0.9512044423369159,-2.1495886581915933
72,-0.9424777960769443,-2.13594911978344
73,-0.9337511498169726,-2.1220689188406836
74,-0.9250245035570009,-2.1079474126157995
75,-0.9162978572970293,-2.0935839968759633
76,-0.9075712110370576,-2.0789781054473706
77,-0.898844564777086,-2.0641292097680717
78,-0.8901179185171143,-2.0490368184508356
79,-0.8813912722571426,-2.033700476855475
80,-0.872664625997171,-2.0181197666702366
81,-0.8639379797371993,-2.002294305502099
82,-0.8552113334772277,-1.9862237464764907
83,-0.846484687217256,-1.9699077778453484
84,-0.8377580409572843,-1.9533461226048257
85,-0.8290313946973127,-1.9365385381201077
86,-0.820304748437341,-1.91948481576
87,-0.8115781021773694,-1.9021847805394154
88,-0.8028514559173977,-1.8846382907697314
89,-0.794124809657426,-1.8668452377173408
90,-0.7853981633974544,-1.8488055452701844
91,-0.7766715171374827,-1.8305191696120022
92,-0.7679448708775111,-1.8119860989040095
93,-0.7592182246175394,-1.7932063529741906
94,-0.7504915783575677,-1.7741799830135674
95,-0.7417649320975961,-1.7549070712802688
96,-0.7330382858376244,-1.7353877308098904
97,-0.7243116395776528,-1.7156221051330598
98,-0.7155849933176811,-1.6956103679998225
99,-0.7068583470577094,-1.6753527231103424
100,-0.6981317007977378,-1.6548494038521209
101,-0.6894050545377661,-1.6341006730435765
102,-0.6806784082777945,-1.6131068226839291
103,-0.6719517620178228,-1.5918681737086542
104,-0.6632251157578511,-1.5703850757511137
105,-0.6544984694978795,-1.5486579069099473
106,-0.6457718232379078,-1.5266870735218
107,-0.6370451769779362,-1.504473009940044
108,-0.6283185307179645,-1.4820161783180175
109,-0.6195918844579928,-1.4593170683982053
110,-0.6108652381980212,-1.4363761973058935
111,-0.6021385919380495,-1.413194109348445
112,-0.5934119456780779,-1.3897713758183985
113,-0.5846852994181062,-1.3661085948021547
114,-0.5759586531581345,-1.3422063909928375
115,-0.5672320068981629,-1.318065415507301
116,-0.5585053606381912,-1.2936863457077619
117,-0.5497787143782196,-1.2690698850276791
118,-0.5410520681182479,-1.2442167628010912
119,-0.5323254218582762,-1.219127734096785
120,-0.5235987755983046,-1.1938035795550423
121,-0.5148721293383329,-1.1682451052295413
122,-0.5061454830783613,-1.1424531424312756
123,-0.4974188368183896,-1.1164285475770745
124,-0.48869219055841795,-1.0901722020410105
125,-0.4799655442984463,-1.0636850120087031
126,-0.47123889803847463,-1.0369679083353787
127,-0.46251225177850297,-1.010021846406233
128,-0.4537856055185313,-0.9828478060003687
129,-0.44505895925855965,-0.9554467911566369
130,-0.436332312998588,-0.9278198300430163
131,-0.42760566673861633,-0.8999679748276171
132,-0.41887902047864467,-0.8718923015529417
133,-0.410152374218673,-0.8435939100122702
134,-0.40142572795870135,-0.8150739236276408
135,-0.3926990816987297,-0.7863334893306075
136,-0.38397243543875803,-0.7573737774448225
137,-0.37524578917878637,-0.7281959815706934
138,-0.3665191429188147,-0.6988013184714436
139,-0.35779249665884305,-0.6691910279611305
140,-0.3490658503988714,-0.6393663727942357
141,-0.34033920413889973,-0.6093286385568023
142,-0.33161255787892807,-0.5790791335591101
143,-0.3228859116189564,-0.548619188729061
144,-0.31415926535898475,-0.5179501575080239
145,-0.3054326190990131,-0.487073415745835
146,-0.29670597283904143,-0.4559903615991922
147,-0.28797932657906977,-0.42470241542901055
148,-0.2792526803190981,-0.3932110196997112
149,-0.27052603405912645,-0.36151763887903626
150,-0.2617993877991548,-0.3296237593380502
151,-0.25307274153918313,-0.2975308892527378
152,-0.24434609527921147,-0.26524055850500794
153,-0.2356194490192398,-0.2327543185845375
154,-0.22689280275926815,-0.2000737424913438
155,-0.2181661564992965,-0.16720042463778662
156,-0.20943951023932483,-0.13413598075146996
157,-0.20071286397935317,-0.1008820477774862
158,-0.1919862177193815,-0.06744028378122933
159,-0.18325957145940985,-0.03381236785100082
160,-0.1745329251994382,3.972054645195637e-14
161,-0.16580627893946653,0.03399509893155549
162,-0.15707963267949487,0.06817118737465946
163,-0.14835298641952321,0.10252650313029604
164,-0.13962634015955155,0.13705926346873917
165,-0.1308996938995799,0.17176766522924952
166,-0.12217304763960825,0.20664988492078973
167,-0.1134464013796366,0.24170407882332015
168,-0.10471975511966496,0.27692838308923823
169,-0.09599310885969331,0.3123209138469859
170,-0.08726646259972166,0.3478797673044831
171,-0.07853981633975002,0.3836030198543074
172,-0.06981317007977837,0.4194887281791458
173,-0.061086523819806726,0.45553492935945267
174,-0.05235987755983508,0.49173964098177825
175,-0.043633231299863434,0.5281008612482453
176,-0.03490658503989179,0.5646165690873777
177,-0.026179938779920142,0.6012847242669215
178,-0.017453292519948496,0.6381032675077762
179,-0.008726646259976848,0.6750701205992966
180,-5.200700980978468e-15,0.7121831865162376
181,0.008726646259966447,0.7494403495383825
182,0.017453292519938095,0.7868394753700455
183,0.02617993877990974,0.8243784112629271
184,0.03490658503988139,0.8620549861405884
185,0.04363323129985303,0.8998670107238762
186,0.05235987755982468,0.9378122776595306
187,0.061086523819796325,0.9758885616499806
188,0.06981317007976798,1.014093619585724
189,0.07853981633973962,1.0524251906796078
190,0.08726646259971127,1.0908809966029969
191,0.09599310885968292,1.129458741625022
192,0.10471975511965456,1.168156112752902
193,0.11344640137962621,1.206970779875941
194,0.12217304763959785,1.2459003959104493
195,0.1308996938995695,1.284942596948658
196,0.13962634015954117,1.3240950024085565
197,0.14835298641951283,1.3633552151868988
198,0.1570796326794845,1.4027208218154814
199,0.16580627893945615,1.4421893926186222
200,0.1745329251994278,1.4817584818739795
201,0.18325957145939947,1.5214256279760872
202,0.19198621771937113,1.5611883536027125
203,0.2007128639793428,1.601044165882872
204,0.20943951023931445,1.6409905565690255
205,0.2181661564992861,1.6810250022110744
206,0.22689280275925777,1.721144964333867
207,0.23561944901922943,1.7613478896163433
208,0.2443460952792011,1.8016312100750786
209,0.25307274153917275,1.8419923432498784
210,0.2617993877991444,1.8824286923916473
211,0.27052603405911607,1.9229376466549997
212,0.27925268031908773,1.9635165812915403
213,0.2879793265790594,2.004162857847983
214,0.29670597283903105,2.0448738243667983
215,0.3054326190990027,2.0856468155882033
216,0.31415926535897437,2.1264791531582423
217,0.32288591161894603,2.1673681458370067
218,0.3316125578789177,2.2083110897111955
219,0.34033920413888935,2.2493052684097847
220,0.349065850398861,2.2903479533225424
221,0.35779249665883267,2.331436403820734
222,0.36651914291880433,2.372567867483145
223,0.375245789178776,2.4137395803217254
224,0.38397243543874765,2.454948767013566
225,0.3926990816987193,2.4961926411342725
226,0.40142572795869097,2.5374684053940295
227,0.41015237421866263,2.578773251878217
228,0.4188790204786343,2.6201043622891445
229,0.42760566673860595,2.6614589081923543
230,0.4363323129985776,2.702834051264937
231,0.44505895925854927,2.7442269435474955
232,0.45378560551852093,2.785634727698871
233,0.4625122517784926,2.8270545372535154
234,0.47123889803846425,2.868483496881208
235,0.4799655442984359,2.90991872265226
236,0.48869219055840757,2.9513573223022114
237,0.49741883681837923,2.9927963955017702
238,0.5061454830783508,3.0342330341285
239,0.5148721293383225,3.075664322541938
240,0.5235987755982942,3.117087337860335
241,0.5323254218582658,3.158499150242789
242,0.5410520681182375,3.1998968231696088
243,0.5497787143782091,3.241277413730959
244,0.5585053606381808,3.2826379729128856
245,0.5672320068981525,3.323975545888928
246,0.5759586531581241,3.3652871723158766
247,0.5846852994180958,3.406569886625982
248,0.5934119456780674,3.44782071832759
249,0.6021385919380391,3.4890366923075358
250,0.6108652381980108,3.530214829131939
251,0.6195918844579824,3.57135214535335
252,0.6283185307179541,3.612445653819133
253,0.6370451769779257,3.65349236397994
254,0.6457718232378974,3.6944892822052906
255,0.654498469497869,3.7354334120957104
256,0.6632251157578407,3.7763217547999632
257,0.6719517620178124,3.8171513093348404
258,0.680678408277784,3.8579190729061477
259,0.6894050545377557,3.898622041228949
260,0.6981317007977274,3.9392572088551416
261,0.706858347057699,3.97982156949919
262,0.7155849933176707,4.02031211636456
263,0.7243116395776423,4.060725842475428
264,0.733038285837614,4.101059741007269
265,0.7417649320975856,4.141310805622336
266,0.7504915783575573,4.18147603079954
267,0.759218224617529,4.221552412173661
268,0.7679448708775006,4.261536946873305
269,0.7766715171374723,4.301426633856043
270,0.785398163397444,4.341218474252437
271,0.7941248096574156,4.380909471704853
272,0.8028514559173873,4.420496632710335
273,0.8115781021773589,4.459976966960236
274,0.8203047484373306,4.499347487690452
275,0.8290313946973022,4.538605212021964
276,0.8377580409572739,4.5777471613068155
277,0.8464846872172456,4.616770361476073
278,0.8552113334772172,4.655671843388064
279,0.8639379797371889,4.694448643172339
280,0.8726646259971605,4.733097802573199
281,0.8813912722571322,4.771616369319047
282,0.8901179185171039,4.790705663827754
283,0.8988445647770755,4.787002735375816
284,0.9075712110370472,4.783157118867533
285,0.9162978572970188,4.779168968627094
286,0.9250245035569905,4.775038454920907
287,0.9337511498169622,4.770765763920721
288,0.9424777960769338,4.766351097754219
289,0.9512044423369055,4.7617946744988915
290,0.9599310885968771,4.7570967281993175
291,0.9686577348568488,4.752257508885428
292,0.9773843811168205,4.747277282580869
293,0.9861110273767921,4.742156331319356
294,0.9948376736367638,4.736894953162831
295,1.0035643198967354,4.731493462218332
296,1.012290966156707,4.7259521886512825
297,1.0210176124166785,4.720271478708064
298,1.02974425867665,4.7144516947331505
299,1.0384709049366216,4.70849321518514
300,1.0471975511965932,4.702396434663688
301,1.0559241974565647,4.69616176392607
302,1.0646508437165363,4.6897896299098
303,1.0733774899765078,4.683280475755915
304,1.0821041362364794,4.676634760832539
305,1.090830782496451,4.669852960759984
306,1.0995574287564225,4.662935567434077
307,1.108284075016394,4.655883089054368
308,1.1170107212763656,4.648696050150349
309,1.1257373675363371,4.641374991610118
310,1.1344640137963087,4.63392047070792
311,1.1431906600562802,4.6263330611359175
312,1.1519173063162518,4.618613353034622
313,1.1606439525762233,4.610761953022728
314,1.1693705988361949,4.60277948423332
315,1.1780972450961664,4.594666586345464
316,1.186823891356138,4.586423915619319
317,1.1955505376161095,4.578052144933419
318,1.204277183876081,4.569551963819718
319,1.2130038301360526,4.5609240785030805
320,1.2217304763960242,4.552169211940611
321,1.2304571226559957,4.54328810385974
322,1.2391837689159673,4.534281510802989
323,1.2479104151759388,4.52515020616729
324,1.2566370614359104,4.515894980249064
325,1.265363707695882,4.506516640288955
326,1.2740903539558535,4.497016010517406
327,1.282817000215825,4.48739393220194
328,1.2915436464757966,4.477651263694691
329,1.300270292735768,4.467788880483352
330,1.3089969389957397,4.457807675240076
331,1.3177235852557112,4.4477085578746065
332,1.3264502315156828,4.437492455586512
333,1.3351768777756543,4.427160312919976
334,1.3439035240356259,4.416713091819278
335,1.3526301702955974,4.406151771684768
336,1.361356816555569,4.395477349432303
337,1.3700834628155405,4.3846908395508795
338,1.378810109075512,4.373793274164779
339,1.3875367553354836,4.362785703093329
340,1.3962634015954551,4.351669193915945
341,1.4049900478554267,4.340444832035206
342,1.4137166941153982,4.3291137207422254
343,1.4224433403753698,4.317676981284265
344,1.4311699866353413,4.306135752932111
345,1.439896632895313,4.2944911930490735
346,1.4486232791552844,4.282744477162681
347,1.457349925415256,4.270896799034692
348,1.4660765716752275,4.258949370734868
349,1.474803217935199,4.246903422715645
350,1.4835298641951706,4.234760203885924
351,1.4922565104551422,4.222520981688564
352,1.5009831567151137,4.210187042177717
353,1.5097098029750853,4.197759690097044
354,1.5184364492350568,4.18524024896001
355,1.5271630954950284,4.172630061130218
356,1.535889741755,4.159930487903232
357,1.5446163880149715,4.14714290958914
358,1.553343034274943,4.134268725596765
359,1.5620696805349146,4.121309354517534
360,1.5707963267948861,4.108266234211194
